movie_id,month,watch_hours,unique_viewers,completion_rate,avg_watch_time,churn_impact_score
M166,2022-02,57586,29097,0.3659,0.62,3.76
M175,2022-02,151269,69727,0.3747,0.8,3.46
M176,2022-02,180127,67476,0.5257,0.72,1.23
M179,2022-02,30807,16220,0.4962,0.78,3.16
M180,2022-02,221086,93847,0.5239,1.14,2.63
M182,2022-02,323579,115065,0.6221,0.81,2.81
M183,2022-02,111664,46807,0.5346,1.24,2.18
M184,2022-02,87916,37093,0.5224,1.16,2.35
M185,2022-02,304237,129259,0.5618,1.18,1.47
M186,2022-02,404579,139875,0.6059,1.51,3.08
M189,2022-02,3532671,1505297,0.6692,0.83,1.62
M191,2022-02,1229301,546713,0.6073,0.9,4.59
M192,2022-02,295806,100465,0.6205,1.14,4.39
M193,2022-02,277480,107304,0.5701,1.3,2.16
M196,2022-02,100199,51065,0.4902,1.22,4.12
M197,2022-02,407224,190970,0.5981,1.13,2.63
M198,2022-02,86791,32106,0.5507,0.93,3.76
M199,2022-02,967929,327982,0.6254,0.8,2.16
M200,2022-02,309308,99489,0.5807,1.31,2.61
M204,2022-02,566610,217767,0.5821,1.31,4.48
M206,2022-02,815876,275410,0.5871,1.22,4.04
M207,2022-02,2082700,1081631,0.6561,1.28,3.55
M210,2022-02,1258433,627426,0.6183,1.46,3.28
M211,2022-02,381510,127188,0.6227,1.43,4.23
M213,2022-02,3611523,1248478,0.6788,1.66,1.22
M214,2022-02,111381,60792,0.5079,0.91,2.67
M215,2022-02,311491,115422,0.5187,1.29,1.91
M218,2022-02,1766573,783024,0.6531,1.55,3.08
M219,2022-02,2330668,901398,0.6409,0.77,2.38
M220,2022-02,680102,249211,0.6141,1.08,1.12
M221,2022-02,199085,68704,0.5353,0.74,3.64
M223,2022-02,6799461,2644820,0.6786,1.63,1.87
M225,2022-02,1755193,598584,0.6199,1.36,4.23
M102,2022-03,55120,24264,0.6162,1.36,2.59
M103,2022-03,11665701,4448048,0.8127,1.93,4.42
M105,2022-03,22735476,9582817,0.95,1.88,4.63
M107,2022-03,326298,102037,0.5998,0.88,1.32
M109,2022-03,56662,21328,0.6232,1.51,2.5
M110,2022-03,498082,183957,0.658,1.42,1.22
M112,2022-03,2657268,1297453,0.7335,1.3,2.64
M114,2022-03,83663,29647,0.629,1.16,2.77
M115,2022-03,281946,139078,0.6657,1.15,4.45
M116,2022-03,3280373,1245000,0.7372,1.72,3.9
M117,2022-03,167165,54064,0.6282,1.52,1.27
M120,2022-03,224255,122421,0.6408,1.58,1.79
M126,2022-03,41995,21817,0.4866,1.17,1.81
M129,2022-03,219042,92742,0.5234,0.77,4.98
M131,2022-03,2886767,1050021,0.6139,0.91,2.69
M132,2022-03,80897,25508,0.5759,1.42,2.5
M136,2022-03,54128,22307,0.5446,1.07,3.9
M138,2022-03,456197,174766,0.5324,0.67,4.27
M140,2022-03,281375,127975,0.5426,1.24,2.59
M141,2022-03,52574,16966,0.5503,1.03,4.66
M143,2022-03,4134853,1393360,0.682,1.34,4.31
M146,2022-03,3510650,1695360,0.656,1.25,3.94
M149,2022-03,115192,40794,0.5353,1.22,4.5
M153,2022-03,260783,86143,0.4029,0.65,1.12
M154,2022-03,920003,322765,0.475,0.93,3.88
M156,2022-03,648278,235476,0.4942,0.85,4.75
M158,2022-03,140457,59336,0.389,0.65,1.31
M159,2022-03,314385,163904,0.4305,0.7,1.64
M160,2022-03,1498578,534879,0.6538,1.58,3.75
M162,2022-03,63892,31779,0.3326,0.43,4.27
M163,2022-03,405353,171970,0.4288,0.84,4.09
M166,2022-03,52384,21808,0.3629,0.44,2.12
M175,2022-03,137905,74426,0.3735,0.8,4.74
M176,2022-03,170058,53730,0.5399,0.85,1.52
M179,2022-03,29126,12814,0.5218,1.07,2.13
M180,2022-03,202429,78951,0.5179,1.09,2.77
M182,2022-03,295176,143942,0.6148,0.89,4.08
M183,2022-03,103142,56155,0.5558,1.36,1.25
M184,2022-03,79566,25157,0.5047,0.7,3.49
M185,2022-03,283524,113042,0.5709,0.92,3.31
M186,2022-03,375491,131766,0.6395,0.77,3.57
M189,2022-03,3313218,1138810,0.6384,1.32,4.47
M191,2022-03,1132811,482824,0.6014,0.75,3.69
M192,2022-03,260178,85034,0.5988,0.93,1.73
M193,2022-03,250933,102632,0.5397,1.08,1.74
M196,2022-03,83893,26783,0.5042,1.12,4.32
M197,2022-03,360548,115677,0.5773,0.77,2.62
M198,2022-03,78119,28321,0.5608,1.2,4.73
M199,2022-03,880915,282070,0.6145,1.49,1.89
M200,2022-03,280239,122876,0.5704,1.32,4.76
M204,2022-03,484028,173184,0.5485,1.03,4.83
M206,2022-03,750952,290823,0.5508,1.15,4.3
M207,2022-03,1757416,848246,0.6564,1.22,3.31
M210,2022-03,1165456,595083,0.6091,1.14,3.82
M211,2022-03,335100,153942,0.5719,0.91,2.3
M213,2022-03,3308233,1465457,0.6514,1.09,4.54
M214,2022-03,101611,41201,0.5173,0.91,4.41
M215,2022-03,257367,81867,0.5183,1.06,1.44
M218,2022-03,1633788,561548,0.6168,1.23,4.79
M219,2022-03,1982978,754434,0.6586,0.9,2.91
M220,2022-03,601294,303425,0.6022,1.0,1.65
M221,2022-03,167320,73929,0.5505,0.7,2.3
M223,2022-03,6501036,2591070,0.6846,1.09,1.67
M225,2022-03,1562036,687199,0.6269,1.19,2.36
M102,2022-04,49691,15773,0.6038,1.21,1.71
M103,2022-04,10223626,3254680,0.8135,1.43,2.33
M105,2022-04,8620313,2881680,0.8061,1.36,1.92
M107,2022-04,293645,138190,0.6359,1.49,4.31
M109,2022-04,107324,29889,0.8113,1.19,3.53
M110,2022-04,459103,223406,0.653,1.23,2.53
M112,2022-04,2373448,743295,0.7205,1.79,1.89
M114,2022-04,75678,28109,0.6341,0.88,1.03
M115,2022-04,249624,99000,0.6609,0.97,4.83
M116,2022-04,2841264,970529,0.7226,1.56,1.76
M117,2022-04,49252,65590,0.2624,0.35,3.26
M120,2022-04,182860,94953,0.6002,1.28,2.85
M126,2022-04,35361,17409,0.4986,0.89,4.15
M129,2022-04,192064,77692,0.511,1.03,2.94
M131,2022-04,2412047,801921,0.6521,1.22,4.1
M132,2022-04,70017,28754,0.6,1.03,3.2
M136,2022-04,47490,19661,0.501,1.05,1.79
M138,2022-04,424961,150715,0.5713,1.4,4.7
M140,2022-04,244586,119803,0.5638,1.22,4.53
M141,2022-04,48011,16989,0.54,1.1,1.95
M143,2022-04,3802245,1784223,0.6533,0.99,3.31
M146,2022-04,3324505,1594899,0.6528,1.2,3.58
M149,2022-04,103522,34103,0.5109,1.24,3.28
M153,2022-04,222951,103435,0.3975,0.85,2.24
M154,2022-04,825083,279233,0.4665,0.67,1.28
M156,2022-04,548890,255882,0.4861,0.9,1.45
M158,2022-04,126403,41395,0.3628,0.87,2.56
M159,2022-04,265817,90498,0.4226,0.73,4.16
M160,2022-04,639357,249051,0.4392,0.84,3.43
M163,2022-04,377053,124081,0.4284,0.71,1.84
M166,2022-04,48112,17263,0.3476,0.71,3.35
M172,2022-04,6374067,2143987,0.4925,0.72,2.11
M175,2022-04,114537,37048,0.3858,0.75,1.87
M176,2022-04,142590,48022,0.5132,1.22,4.47
M179,2022-04,23556,11725,0.5089,1.0,2.39
M180,2022-04,170480,76657,0.5139,0.75,3.45
M182,2022-04,255180,141227,0.5858,1.15,1.37
M183,2022-04,93211,46529,0.5224,0.77,1.47
M184,2022-04,70256,25266,0.498,0.63,3.42
M185,2022-04,245106,127332,0.5356,0.77,1.48
M186,2022-04,336882,138915,0.6311,1.38,4.73
M189,2022-04,2777473,1039409,0.6515,1.15,2.35
M191,2022-04,974449,357665,0.5828,1.29,1.41
M192,2022-04,241869,110197,0.59,1.23,3.5
M193,2022-04,212330,93454,0.5154,0.72,2.15
M197,2022-04,313711,105414,0.5746,1.41,3.89
M198,2022-04,72468,38293,0.5471,0.81,3.67
M199,2022-04,805340,406843,0.6247,0.83,4.88
M200,2022-04,232831,106527,0.5562,0.93,2.23
M204,2022-04,459428,219107,0.5264,1.16,1.1
M206,2022-04,661865,213349,0.5661,0.85,2.98
M207,2022-04,1518481,575466,0.6231,1.1,4.45
M210,2022-04,938742,442911,0.5863,1.39,2.37
M211,2022-04,285334,94805,0.6064,0.9,3.84
M213,2022-04,2858273,1329691,0.6362,1.1,2.99
M214,2022-04,90024,33394,0.4884,0.63,2.77
M215,2022-04,240201,75127,0.5186,0.79,2.92
M218,2022-04,1324088,445599,0.6226,1.2,4.08
M219,2022-04,1857452,737126,0.6319,1.41,3.22
M220,2022-04,519201,220178,0.5932,1.11,3.18
M221,2022-04,152435,51896,0.5385,0.67,3.88
M223,2022-04,5815339,2087324,0.6632,1.19,1.99
M225,2022-04,1367631,644845,0.609,1.02,3.12
M103,2022-05,8946920,4029542,0.8021,0.99,3.26
M105,2022-05,7469615,2935744,0.7824,1.38,2.02
M107,2022-05,238613,121203,0.5823,1.36,1.8
M109,2022-05,43802,14839,0.616,1.09,2.57
M110,2022-05,406079,212550,0.6713,1.42,2.9
M112,2022-05,1940202,611713,0.7101,1.16,3.36
M114,2022-05,67195,23066,0.6085,0.83,2.01
M115,2022-05,208133,76599,0.6473,0.83,3.86
M116,2022-05,876346,834651,0.3328,0.83,1.64
M117,2022-05,126140,67845,0.6005,0.95,4.32
M120,2022-05,170565,55003,0.6018,1.22,3.59
M126,2022-05,31034,11815,0.5043,0.97,2.17
M127,2022-05,8553584,3663510,0.655,0.83,2.92
M129,2022-05,156048,73378,0.4987,1.08,4.87
M131,2022-05,2139013,812333,0.6291,1.12,1.06
M132,2022-05,60635,19715,0.5583,1.15,1.11
M136,2022-05,42116,16700,0.531,0.7,1.22
M138,2022-05,345215,126382,0.5214,0.69,4.72
M140,2022-05,223466,71596,0.57,1.24,3.29
M141,2022-05,40056,13180,0.534,0.72,4.9
M143,2022-05,3407976,1207072,0.6669,1.6,3.03
M146,2022-05,2846977,951542,0.6685,1.07,1.55
M149,2022-05,89473,36792,0.539,1.3,3.28
M153,2022-05,385309,151547,0.5256,0.81,1.19
M154,2022-05,713615,289782,0.4247,0.72,1.34
M156,2022-05,498929,258766,0.4699,1.11,3.7
M158,2022-05,110080,37853,0.373,0.52,5.08
M159,2022-05,234789,75238,0.415,0.52,1.17
M160,2022-05,525721,187842,0.4399,0.77,2.42
M163,2022-05,298627,97608,0.4311,1.02,3.76
M172,2022-05,5770264,2545746,0.4704,0.92,4.44
M175,2022-05,102222,37893,0.3591,0.86,4.95
M176,2022-05,125650,47348,0.5192,1.04,1.1
M179,2022-05,45018,16391,0.6695,0.93,4.92
M180,2022-05,151926,53045,0.5263,0.72,3.01
M182,2022-05,228277,78578,0.5711,1.06,3.46
M183,2022-05,79768,40035,0.5279,1.15,2.78
M184,2022-05,59975,25043,0.5012,0.74,4.32
M185,2022-05,208298,72847,0.5612,1.11,4.26
M186,2022-05,298111,98634,0.6257,1.34,4.58
M189,2022-05,2429717,765646,0.6122,0.81,2.33
M191,2022-05,864040,471971,0.5633,0.9,1.58
M192,2022-05,196243,101349,0.5959,0.94,1.11
M193,2022-05,190868,80777,0.5132,1.22,3.99
M197,2022-05,287813,145544,0.5529,1.12,3.19
M198,2022-05,63187,22396,0.5483,0.73,1.32
M199,2022-05,673383,266817,0.6348,1.28,4.68
M200,2022-05,210929,67474,0.5573,1.25,2.0
M204,2022-05,398177,169137,0.5509,0.93,2.25
M206,2022-05,565877,293746,0.557,1.15,1.44
M207,2022-05,1381944,491561,0.649,1.18,2.45
M210,2022-05,864296,370293,0.6097,0.79,3.73
M211,2022-05,241360,81388,0.5869,0.86,2.26
M212,2022-05,6171516,2209558,0.6563,1.11,1.22
M213,2022-05,2513595,1345022,0.6547,0.9,3.12
M215,2022-05,205328,100135,0.5097,1.18,4.14
M218,2022-05,1213870,470591,0.6267,1.39,2.05
M219,2022-05,1486116,511271,0.6405,1.4,2.36
M220,2022-05,483003,185792,0.5891,0.88,4.13
M221,2022-05,135101,73406,0.5065,1.13,4.5
M223,2022-05,4929225,1645266,0.6442,0.82,2.59
M225,2022-05,1165335,439494,0.6114,1.27,1.64
M103,2022-06,7564061,3699040,0.7707,1.35,4.53
M105,2022-06,6690618,2715868,0.7701,1.31,1.41
M107,2022-06,206478,73932,0.581,1.08,4.83
M109,2022-06,37825,14986,0.5834,1.44,1.06
M110,2022-06,335153,132850,0.6558,0.9,4.5
M112,2022-06,1677843,637058,0.7311,0.89,4.21
M114,2022-06,55658,17437,0.6204,1.4,1.3
M115,2022-06,190089,61570,0.6147,1.34,2.91
M116,2022-06,2031057,889251,0.7314,0.92,3.22
M117,2022-06,109461,40695,0.5824,0.93,1.49
M120,2022-06,141907,49763,0.6012,1.31,4.8
M127,2022-06,7039707,2563483,0.6665,1.36,2.35
M129,2022-06,131517,63365,0.529,0.74,3.85
M131,2022-06,1786164,620702,0.6257,1.31,3.48
M132,2022-06,52213,27211,0.5669,0.86,2.17
M136,2022-06,36514,12860,0.5095,0.98,2.52
M138,2022-06,294731,154967,0.5387,0.69,4.39
M140,2022-06,184827,78924,0.5373,1.09,1.13
M141,2022-06,34203,11753,0.5015,0.7,3.5
M143,2022-06,6083376,1778683,0.95,2.11,3.96
M146,2022-06,2360439,842647,0.6348,1.51,4.37
M149,2022-06,73378,35949,0.5027,0.77,2.71
M153,2022-06,173044,82623,0.3768,0.75,2.43
M154,2022-06,621956,241680,0.4173,0.93,3.68
M156,2022-06,411245,156125,0.4414,0.91,4.5
M158,2022-06,95161,32528,0.3679,0.69,2.11
M159,2022-06,209760,75812,0.381,0.74,1.99
M160,2022-06,453739,207761,0.446,0.56,1.36
M163,2022-06,272037,103141,0.4329,0.67,4.62
M172,2022-06,5048379,1864124,0.4776,0.93,1.41
M175,2022-06,89770,28234,0.3795,0.86,6.21
M176,2022-06,110110,34661,0.5209,1.02,4.7
M179,2022-06,35017,17552,0.7151,0.87,3.77
M180,2022-06,129943,53972,0.4857,0.98,3.69
M182,2022-06,194386,66505,0.579,0.76,2.18
M183,2022-06,64853,22243,0.5244,1.01,4.71
M185,2022-06,178701,66244,0.5243,0.96,2.68
M186,2022-06,248510,82872,0.6171,1.44,3.35
M189,2022-06,2170325,746804,0.6067,0.74,4.34
M191,2022-06,707891,344416,0.5685,1.39,3.35
M192,2022-06,172531,90598,0.576,1.42,3.67
M193,2022-06,160538,83230,0.5057,0.8,1.35
M197,2022-06,229907,77227,0.5847,1.32,3.17
M198,2022-06,49677,18677,0.5461,0.99,3.09
M199,2022-06,559963,194282,0.618,0.98,1.56
M200,2022-06,178320,68731,0.5561,1.23,3.11
M203,2022-06,843194,326662,0.676,1.28,3.73
M204,2022-06,329221,113751,0.5186,0.91,2.45
M206,2022-06,480430,184987,0.5798,0.79,4.77
M207,2022-06,1125124,370881,0.6482,1.31,3.31
M210,2022-06,746315,362028,0.5707,0.69,4.77
M211,2022-06,222924,96255,0.562,0.92,2.26
M212,2022-06,5539423,2265799,0.6678,0.92,2.19
M213,2022-06,2167455,747996,0.6248,1.2,2.12
M215,2022-06,175572,66780,0.537,0.74,4.77
M218,2022-06,996038,379777,0.6225,1.49,2.06
M219,2022-06,1358120,625008,0.6266,0.99,2.94
M220,2022-06,409736,182384,0.584,0.81,4.38
M221,2022-06,110544,37311,0.5305,0.68,2.6
M223,2022-06,4259064,1392821,0.6505,0.96,1.54
M225,2022-06,1043201,424409,0.6039,0.98,3.88
M103,2022-07,6820221,3774167,0.7544,1.71,1.73
M105,2022-07,5693966,2030725,0.756,1.29,4.74
M107,2022-07,188714,64788,0.5887,0.98,3.25
M110,2022-07,291451,93165,0.6346,1.27,4.38
M112,2022-07,1528719,782798,0.7188,0.94,4.52
M114,2022-07,48740,23008,0.6348,1.23,1.8
M115,2022-07,151328,79678,0.6275,1.53,2.03
M116,2022-07,1809251,568381,0.7003,1.35,2.31
M120,2022-07,117799,40135,0.577,1.14,3.29
M127,2022-07,6481948,2726973,0.6466,1.42,2.65
M128,2022-07,5254731,1671846,0.6897,1.25,4.22
M129,2022-07,119322,62286,0.5251,0.81,1.18
M131,2022-07,1506894,582695,0.6205,1.12,2.19
M132,2022-07,45094,15565,0.5764,1.35,1.97
M136,2022-07,31761,15786,0.5065,0.97,1.16
M138,2022-07,257351,124248,0.5374,1.27,4.72
M140,2022-07,155836,60730,0.5684,1.36,4.19
M141,2022-07,29181,9760,0.5053,0.83,2.78
M143,2022-07,2357622,1077829,0.6325,1.05,2.46
M144,2022-07,3193978,1529400,0.6591,1.25,2.33
M146,2022-07,2057749,1055257,0.6347,1.31,3.4
M149,2022-07,65763,33905,0.4892,1.19,1.38
M153,2022-07,149521,81851,0.3629,0.76,1.58
M154,2022-07,529467,260120,0.4142,0.62,4.27
M156,2022-07,118317,134548,0.1956,0.27,3.58
M158,2022-07,77842,26736,0.3643,0.51,3.47
M159,2022-07,177380,57468,0.3784,0.81,2.25
M160,2022-07,401048,127185,0.4527,0.92,3.47
M163,2022-07,216579,98645,0.4398,0.93,4.38
M172,2022-07,4152395,1615062,0.491,0.82,1.11
M175,2022-07,146555,49652,0.4848,0.97,4.88
M176,2022-07,35331,52601,0.236,0.57,5.87
M180,2022-07,111092,44276,0.5099,0.97,3.51
M182,2022-07,171023,54507,0.5995,1.41,4.84
M183,2022-07,55147,19255,0.5172,0.72,2.45
M185,2022-07,143879,76407,0.5632,1.15,2.59
M186,2022-07,205243,66645,0.6212,1.32,2.91
M189,2022-07,1713485,617776,0.6121,1.28,3.87
M191,2022-07,634715,232743,0.5735,1.41,2.5
M192,2022-07,143909,79777,0.5945,0.83,2.31
M193,2022-07,134012,49892,0.5414,0.92,2.02
M195,2022-07,2511093,1220693,0.6553,0.84,1.75
M197,2022-07,212374,76299,0.5375,1.24,1.28
M198,2022-07,44963,24373,0.497,1.03,2.42
M199,2022-07,476328,165966,0.6021,0.91,1.61
M200,2022-07,157141,81685,0.5396,1.3,2.13
M203,2022-07,727360,231587,0.6912,1.72,3.23
M204,2022-07,289301,118975,0.5529,1.09,3.37
M206,2022-07,393201,193268,0.5323,1.1,4.53
M207,2022-07,1020817,335945,0.6121,0.8,2.85
M210,2022-07,1275609,577974,0.8327,1.37,1.65
M211,2022-07,186609,72581,0.559,0.74,4.18
M212,2022-07,4616738,2263901,0.6576,1.24,4.64
M213,2022-07,1866469,676023,0.6433,1.19,1.85
M215,2022-07,146148,56859,0.4891,1.06,3.76
M218,2022-07,859246,308463,0.5997,0.76,4.97
M219,2022-07,1114150,522862,0.6417,0.95,3.19
M220,2022-07,334070,107085,0.5654,1.27,2.1
M221,2022-07,99517,44518,0.4927,0.7,4.02
M223,2022-07,3373154,1798474,0.6526,1.31,4.35
M225,2022-07,837543,307075,0.5978,1.1,2.12
M103,2022-08,5551285,2797532,0.7815,1.37,4.81
M105,2022-08,9256404,3389617,0.95,1.16,1.14
M107,2022-08,151628,81041,0.6109,0.84,3.87
M110,2022-08,245924,82230,0.6304,1.34,1.17
M112,2022-08,1301326,656274,0.6767,1.04,1.79
M114,2022-08,41669,14101,0.6052,1.38,2.83
M115,2022-08,134311,43830,0.6048,0.78,1.09
M116,2022-08,1477388,560146,0.7108,1.54,2.88
M120,2022-08,102129,38519,0.607,1.15,1.48
M127,2022-08,5532554,2550576,0.6771,0.87,2.55
M128,2022-08,4278196,1648957,0.6851,1.26,3.0
M129,2022-08,98387,38133,0.4934,1.17,2.84
M131,2022-08,1345966,441692,0.6042,0.79,3.05
M132,2022-08,36735,15927,0.5502,0.84,3.62
M136,2022-08,26229,10910,0.524,0.76,1.9
M138,2022-08,221024,121981,0.5374,0.74,1.68
M140,2022-08,129295,42602,0.5209,0.77,2.64
M141,2022-08,23928,8083,0.4972,0.77,1.61
M143,2022-08,2072825,693203,0.6568,1.21,4.95
M144,2022-08,2892554,1085476,0.682,1.03,2.24
M146,2022-08,1778431,926995,0.635,0.93,2.36
M147,2022-08,1906002,958961,0.6983,1.72,1.75
M149,2022-08,53827,28621,0.5066,0.74,4.26
M153,2022-08,126492,59184,0.3469,0.65,3.41
M154,2022-08,441284,157249,0.428,1.02,3.25
M156,2022-08,301897,133396,0.4497,1.01,2.07
M158,2022-08,69909,22830,0.3643,0.55,3.23
M159,2022-08,147724,49238,0.3907,0.72,6.3
M160,2022-08,319015,152487,0.4305,0.72,3.14
M163,2022-08,202496,77830,0.4348,0.69,1.35
M169,2022-08,4981039,1738834,0.4848,0.94,2.59
M172,2022-08,3700361,1801176,0.4837,1.2,1.55
M175,2022-08,62083,22137,0.3889,0.94,2.79
M176,2022-08,83903,26762,0.5175,1.22,4.76
M180,2022-08,99080,44602,0.4858,0.62,3.27
M182,2022-08,137758,47858,0.5563,0.68,3.14
M183,2022-08,48916,24820,0.547,0.76,1.48
M185,2022-08,127374,49589,0.5146,0.72,2.45
M186,2022-08,185637,84723,0.6198,1.39,2.04
M189,2022-08,1590730,586837,0.6289,1.28,1.65
M191,2022-08,530413,180276,0.5413,1.27,4.28
M192,2022-08,123713,51066,0.5876,0.95,1.75
M193,2022-08,118053,60352,0.5406,1.19,3.8
M195,2022-08,2142654,729007,0.6916,1.16,3.6
M197,2022-08,177797,95390,0.5263,0.75,1.51
M198,2022-08,37121,16515,0.5231,0.65,2.2
M199,2022-08,448960,162125,0.5762,1.09,3.51
M200,2022-08,125008,39177,0.5604,1.13,2.4
M203,2022-08,594733,206090,0.6488,0.94,3.91
M204,2022-08,245905,84861,0.5222,0.87,4.57
M206,2022-08,345748,164760,0.5367,1.18,2.77
M207,2022-08,324189,420976,0.2817,0.51,4.91
M210,2022-08,549595,185408,0.5991,1.05,3.03
M211,2022-08,164327,66871,0.5496,0.69,1.75
M212,2022-08,3925952,1352341,0.641,1.48,2.52
M213,2022-08,1511502,607529,0.6178,1.51,4.92
M215,2022-08,123860,39347,0.5139,0.68,4.44
M218,2022-08,752652,252691,0.6117,1.42,4.12
M219,2022-08,970882,430730,0.6477,1.59,1.87
M220,2022-08,295988,146974,0.5826,1.18,4.02
M221,2022-08,80346,25139,0.5023,0.97,3.87
M223,2022-08,3043880,1103071,0.663,1.14,2.51
M225,2022-08,761887,285874,0.6347,1.5,1.97
M103,2022-09,5193644,1786907,0.7619,1.56,3.13
M105,2022-09,4124831,1496052,0.7566,1.39,2.26
M110,2022-09,222971,71243,0.6566,0.8,3.64
M112,2022-09,1081905,462448,0.6861,1.42,1.92
M114,2022-09,37031,15035,0.6003,1.34,1.18
M115,2022-09,117326,45192,0.634,1.06,2.71
M116,2022-09,1366420,718854,0.7123,1.25,1.07
M127,2022-09,4917072,2550542,0.666,1.08,3.19
M128,2022-09,7473137,3297925,0.9295,1.64,1.63
M129,2022-09,83328,31187,0.5026,0.66,2.23
M131,2022-09,1200610,461737,0.6176,1.07,3.13
M132,2022-09,32992,13930,0.5583,0.79,2.96
M136,2022-09,23090,12077,0.5001,1.02,3.7
M138,2022-09,186546,59356,0.5348,0.97,3.18
M140,2022-09,115789,38895,0.5568,1.32,3.79
M141,2022-09,21332,10875,0.4796,0.69,4.82
M143,2022-09,1816058,626250,0.6518,0.82,1.48
M144,2022-09,2331870,782761,0.6787,1.69,3.25
M146,2022-09,578807,487531,0.2808,0.54,3.36
M147,2022-09,1682390,615914,0.6668,1.31,4.69
M149,2022-09,49554,25747,0.5158,1.08,1.14
M153,2022-09,111399,60338,0.3598,0.65,1.5
M154,2022-09,400498,126536,0.4343,0.77,1.44
M156,2022-09,274120,101147,0.4304,0.63,3.78
M158,2022-09,60274,21475,0.338,0.48,3.45
M159,2022-09,126223,56867,0.4169,1.0,3.48
M160,2022-09,293468,112964,0.4298,0.75,2.74
M163,2022-09,167606,74077,0.3981,0.86,2.9
M169,2022-09,4331317,2277014,0.4963,1.19,3.36
M172,2022-09,3216832,1503585,0.4728,0.84,1.91
M174,2022-09,3378524,1115796,0.4682,0.96,3.25
M175,2022-09,53264,28531,0.3524,0.64,6.16
M176,2022-09,73496,26856,0.5067,1.17,2.08
M182,2022-09,121118,62269,0.5404,0.74,3.77
M183,2022-09,40593,16432,0.4972,0.93,1.77
M185,2022-09,114491,39505,0.5235,1.21,1.5
M186,2022-09,151992,81712,0.5839,1.41,1.59
M189,2022-09,1364613,526226,0.6311,1.05,1.55
M191,2022-09,441726,156231,0.5581,1.05,3.38
M192,2022-09,108118,41340,0.5914,1.14,2.72
M193,2022-09,106841,34556,0.5205,0.87,2.19
M195,2022-09,1781924,789104,0.6594,1.26,2.48
M197,2022-09,159191,71860,0.5292,1.1,1.54
M198,2022-09,34277,16536,0.5079,1.04,1.07
M199,2022-09,367204,151046,0.594,1.33,2.58
M200,2022-09,117578,39673,0.5116,1.05,3.84
M203,2022-09,559559,215487,0.649,0.91,4.22
M204,2022-09,200369,73456,0.5244,0.81,4.97
M206,2022-09,292962,98373,0.5229,1.19,4.79
M207,2022-09,724360,246289,0.6255,0.9,4.01
M210,2022-09,474555,166192,0.5929,1.48,3.49
M211,2022-09,134374,67497,0.5467,0.81,4.51
M212,2022-09,3319442,1575253,0.6427,1.35,3.68
M213,2022-09,3068287,977707,0.9122,1.66,3.44
M215,2022-09,114205,50955,0.5199,0.87,1.22
M218,2022-09,676889,331441,0.5965,1.35,1.68
M219,2022-09,814671,373840,0.6509,1.24,2.83
M220,2022-09,265701,91012,0.5705,0.7,2.82
M221,2022-09,69557,34285,0.5199,0.66,4.26
M223,2022-09,2682905,870279,0.6279,1.39,1.41
M225,2022-09,673895,249676,0.6145,0.82,4.15
M103,2022-10,4533274,1507487,0.7783,1.48,3.15
M105,2022-10,3934842,1952077,0.7599,1.77,1.26
M110,2022-10,187140,70931,0.6521,1.11,4.03
M112,2022-10,976631,452854,0.6854,1.26,3.51
M114,2022-10,32070,11146,0.5798,0.76,1.19
M115,2022-10,107439,34081,0.5901,1.13,4.23
M116,2022-10,1228583,656997,0.7238,1.67,4.45
M127,2022-10,4230832,1526813,0.6649,1.1,3.35
M128,2022-10,3516764,1633768,0.6527,1.54,1.44
M131,2022-10,994663,486220,0.6203,0.95,3.23
M132,2022-10,28308,15468,0.5679,0.81,3.72
M137,2022-10,2983444,1378070,0.694,1.65,3.96
M138,2022-10,166932,65324,0.5048,0.9,4.62
M140,2022-10,100541,40166,0.5309,0.87,2.08
M141,2022-10,18606,9153,0.513,0.95,2.4
M143,2022-10,1620297,535646,0.6245,1.26,4.62
M144,2022-10,2160434,803575,0.6455,1.04,1.93
M146,2022-10,1316779,426170,0.6187,1.03,1.61
M147,2022-10,1525516,501789,0.6575,0.9,3.62
M149,2022-10,43188,13938,0.4775,1.15,4.82
M153,2022-10,99131,47077,0.3436,0.73,3.39
M154,2022-10,349202,142614,0.4385,1.0,3.89
M156,2022-10,246627,78655,0.4221,0.65,3.06
M159,2022-10,118135,45936,0.3689,0.76,5.25
M160,2022-10,250369,114760,0.4362,0.61,4.28
M163,2022-10,147248,49235,0.3862,0.65,2.84
M169,2022-10,4039864,1330298,0.4836,0.92,3.14
M172,2022-10,2950317,1330688,0.4344,0.71,3.23
M174,2022-10,2802265,1254918,0.4668,0.56,4.18
M175,2022-10,47940,15468,0.3783,0.69,5.63
M176,2022-10,63139,21875,0.523,1.22,4.0
M182,2022-10,114250,58105,0.5568,0.8,3.44
M183,2022-10,38582,16005,0.4972,0.79,1.26
M185,2022-10,99384,37412,0.5266,1.13,4.75
M186,2022-10,145329,55988,0.6081,1.41,2.79
M189,2022-10,1249148,527344,0.6155,1.29,1.39
M191,2022-10,398146,143340,0.5355,1.25,2.69
M192,2022-10,181459,68379,0.7888,1.71,3.16
M193,2022-10,194664,69053,0.74,1.06,1.98
M195,2022-10,1640927,770778,0.6705,0.95,2.67
M197,2022-10,141855,69561,0.5539,0.99,3.14
M198,2022-10,29549,10010,0.5178,0.74,3.22
M199,2022-10,350649,115541,0.5851,1.37,1.82
