region,movie_id,month,engagement_score,viewer_growth
West,M139,2019-07,5.89,-0.0036
North,M142,2019-07,8.56,0.0142
South,M142,2019-07,5.85,0.0018
East,M142,2019-07,8.8,0.1165
West,M142,2019-07,6.29,0.0371
North,M148,2019-07,7.39,-0.0051
South,M148,2019-07,6.01,0.1186
East,M148,2019-07,9.13,0.041
West,M148,2019-07,6.63,0.1186
North,M151,2019-07,4.41,-0.0027
South,M151,2019-07,5.45,0.066
East,M151,2019-07,3.97,0.0951
West,M151,2019-07,3.8,0.05
North,M155,2019-07,5.39,0.0181
South,M155,2019-07,6.99,0.0062
East,M155,2019-07,4.5,0.0107
West,M155,2019-07,5.18,0.1104
North,M157,2019-07,5.22,0.1482
South,M157,2019-07,6.35,0.119
East,M157,2019-07,3.86,0.0689
West,M157,2019-07,5.23,0.022
North,M162,2019-07,4.93,0.1105
South,M162,2019-07,6.75,-0.0285
East,M162,2019-07,4.74,0.0445
West,M162,2019-07,4.39,0.008
North,M164,2019-07,4.65,0.0423
South,M164,2019-07,6.06,-0.0197
East,M164,2019-07,3.94,0.0092
West,M164,2019-07,3.84,0.0861
North,M166,2019-07,5.35,0.0718
South,M166,2019-07,6.52,0.0557
East,M166,2019-07,4.53,0.1186
West,M166,2019-07,4.59,0.0695
North,M170,2019-07,5.62,0.0936
South,M170,2019-07,6.74,-0.0236
East,M170,2019-07,4.59,-0.0432
West,M170,2019-07,5.31,0.0381
North,M171,2019-07,4.32,0.0437
South,M171,2019-07,6.91,0.063
East,M171,2019-07,5.06,-0.0054
West,M171,2019-07,4.35,0.0991
North,M173,2019-07,4.76,0.084
South,M173,2019-07,5.33,0.1019
East,M173,2019-07,5.22,0.0608
West,M173,2019-07,4.08,0.1086
North,M177,2019-07,5.59,0.0806
South,M177,2019-07,6.55,-0.0036
East,M177,2019-07,6.14,-0.0396
West,M177,2019-07,6.5,0.1358
North,M178,2019-07,5.54,0.1075
South,M178,2019-07,8.17,0.1169
East,M178,2019-07,6.94,0.147
West,M178,2019-07,7.06,0.1334
North,M179,2019-07,6.6,-0.0239
South,M179,2019-07,8.18,0.0284
East,M179,2019-07,7.36,-0.0319
West,M179,2019-07,8.51,0.0931
North,M184,2019-07,5.53,0.1223
South,M184,2019-07,7.56,0.1156
East,M184,2019-07,6.1,0.106
West,M184,2019-07,7.72,0.1424
North,M188,2019-07,6.45,0.0541
South,M188,2019-07,6.75,0.02
East,M188,2019-07,5.81,0.1104
West,M188,2019-07,7.38,0.032
North,M190,2019-07,6.67,0.023
South,M190,2019-07,7.7,0.1219
East,M190,2019-07,6.58,0.0775
West,M190,2019-07,6.99,0.0857
North,M196,2019-07,5.87,0.1402
South,M196,2019-07,7.82,-0.035
East,M196,2019-07,6.75,-0.0314
West,M196,2019-07,9.42,0.062
North,M201,2019-07,7.22,0.1403
South,M201,2019-07,6.84,0.058
East,M201,2019-07,6.23,0.0468
West,M201,2019-07,7.13,-0.0094
North,M202,2019-07,6.85,0.1103
South,M202,2019-07,6.87,0.1094
East,M202,2019-07,5.6,0.0448
West,M202,2019-07,6.59,0.0101
North,M205,2019-07,5.83,0.102
South,M205,2019-07,6.06,0.0442
East,M205,2019-07,5.01,-0.0417
West,M205,2019-07,6.03,0.087
North,M208,2019-07,5.79,0.0862
South,M208,2019-07,6.95,-0.0493
East,M208,2019-07,6.93,0.0095
West,M208,2019-07,7.38,0.0051
North,M214,2019-07,6.59,0.123
South,M214,2019-07,5.73,0.0038
East,M214,2019-07,6.42,0.0139
West,M214,2019-07,7.07,0.0211
North,M216,2019-07,5.67,0.0395
South,M216,2019-07,5.41,-0.004
East,M216,2019-07,6.3,0.0569
West,M216,2019-07,6.39,0.0586
North,M222,2019-07,7.35,-0.0473
South,M222,2019-07,7.41,0.0487
East,M222,2019-07,7.28,-0.0068
West,M222,2019-07,6.55,0.0352
North,M102,2019-08,8.4,0.0171
South,M102,2019-08,8.76,-0.0231
East,M102,2019-08,7.78,0.0827
West,M102,2019-08,7.49,0.0742
North,M104,2019-08,6.79,-0.0411
South,M104,2019-08,6.08,0.0719
East,M104,2019-08,7.56,-0.0236
West,M104,2019-08,7.1,0.0643
North,M107,2019-08,7.1,-0.0191
South,M107,2019-08,8.46,-0.0023
East,M107,2019-08,8.42,0.04
West,M107,2019-08,7.02,0.0795
North,M108,2019-08,6.52,0.0181
South,M108,2019-08,6.45,0.0187
East,M108,2019-08,8.05,0.0244
West,M108,2019-08,6.77,0.0359
North,M109,2019-08,7.5,0.0387
South,M109,2019-08,7.64,-0.0461
East,M109,2019-08,8.65,0.1373
West,M109,2019-08,7.68,0.149
North,M117,2019-08,8.64,0.0098
South,M117,2019-08,8.33,0.0666
East,M117,2019-08,7.03,0.0703
West,M117,2019-08,7.74,0.0886
North,M120,2019-08,7.58,0.1405
South,M120,2019-08,9.16,0.0955
East,M120,2019-08,7.69,0.0368
West,M120,2019-08,8.8,0.1264
North,M123,2019-08,6.81,0.0111
South,M123,2019-08,7.55,0.0109
East,M123,2019-08,8.09,-0.017
West,M123,2019-08,8.24,0.0453
North,M126,2019-08,8.27,0.0922
South,M126,2019-08,6.23,0.1233
East,M126,2019-08,8.89,0.0727
West,M126,2019-08,6.76,-0.0047
North,M130,2019-08,8.79,0.0781
South,M130,2019-08,5.36,0.1228
East,M130,2019-08,8.86,0.0942
West,M130,2019-08,,-0.0368
North,M134,2019-08,8.05,0.0456
South,M134,2019-08,5.14,0.0311
East,M134,2019-08,8.04,0.1167
West,M134,2019-08,5.14,-0.0192
North,M139,2019-08,7.31,0.0699
South,M139,2019-08,5.45,0.0936
East,M139,2019-08,7.78,0.1449
West,M139,2019-08,7.17,-0.0203
North,M142,2019-08,3.13,-0.0273
South,M142,2019-08,2.72,0.0292
East,M142,2019-08,4.47,0.142
West,M142,2019-08,2.46,0.1076
North,M148,2019-08,9.38,0.0543
South,M148,2019-08,5.88,-0.0054
East,M148,2019-08,9.58,0.147
West,M148,2019-08,6.17,-0.0173
North,M151,2019-08,4.45,0.1168
South,M151,2019-08,7.16,0.0146
East,M151,2019-08,4.13,0.0887
West,M151,2019-08,4.87,-0.0335
North,M155,2019-08,4.4,-0.046
South,M155,2019-08,6.15,0.1326
East,M155,2019-08,5.18,0.1059
West,M155,2019-08,,0.0939
North,M157,2019-08,3.42,0.0649
South,M157,2019-08,6.4,0.0365
East,M157,2019-08,4.82,0.1229
West,M157,2019-08,4.42,0.0403
North,M162,2019-08,4.73,0.0911
South,M162,2019-08,6.53,-0.0395
East,M162,2019-08,5.6,-0.0003
West,M162,2019-08,4.55,-0.0213
North,M164,2019-08,4.72,0.0366
South,M164,2019-08,7.16,0.0035
East,M164,2019-08,4.46,0.0112
West,M164,2019-08,3.78,0.0675
North,M166,2019-08,3.98,0.0979
South,M166,2019-08,6.76,0.1082
East,M166,2019-08,4.8,0.0438
West,M166,2019-08,4.81,-0.0104
North,M170,2019-08,5.3,-0.0303
South,M170,2019-08,6.18,0.0463
East,M170,2019-08,4.2,0.1296
West,M170,2019-08,5.0,0.1472
North,M171,2019-08,4.12,-0.0143
South,M171,2019-08,5.79,0.0007
East,M171,2019-08,4.54,-0.0118
West,M171,2019-08,4.91,-0.0017
North,M173,2019-08,4.05,-0.0355
South,M173,2019-08,5.41,-0.0236
East,M173,2019-08,3.55,0.0917
West,M173,2019-08,4.09,0.0569
North,M177,2019-08,5.75,0.1412
South,M177,2019-08,6.73,-0.0395
East,M177,2019-08,5.06,0.1136
West,M177,2019-08,7.54,0.0287
North,M178,2019-08,4.89,-0.0187
South,M178,2019-08,7.81,-0.0237
East,M178,2019-08,5.21,-0.0429
West,M178,2019-08,7.16,0.0673
North,M179,2019-08,7.17,0.0966
South,M179,2019-08,8.88,0.0199
East,M179,2019-08,6.97,0.012
West,M179,2019-08,9.03,0.1448
North,M180,2019-08,6.94,-0.028
South,M180,2019-08,8.77,0.0128
East,M180,2019-08,6.7,0.1364
West,M180,2019-08,8.25,0.1418
North,M184,2019-08,6.71,0.0055
South,M184,2019-08,7.55,0.0361
East,M184,2019-08,6.94,0.1204
West,M184,2019-08,8.4,0.0814
North,M188,2019-08,6.75,-0.0025
South,M188,2019-08,6.72,-0.0498
East,M188,2019-08,5.84,-0.0417
West,M188,2019-08,6.76,0.0625
North,M190,2019-08,5.84,0.0835
South,M190,2019-08,7.43,0.1255
East,M190,2019-08,5.69,0.0885
West,M190,2019-08,7.44,0.051
North,M196,2019-08,6.99,-0.0281
South,M196,2019-08,7.28,0.1009
East,M196,2019-08,6.96,0.0965
West,M196,2019-08,8.32,0.0527
North,M201,2019-08,6.33,0.0688
South,M201,2019-08,5.41,0.1292
East,M201,2019-08,6.64,-0.0014
West,M201,2019-08,6.38,0.0517
North,M202,2019-08,6.52,-0.0323
South,M202,2019-08,6.74,0.0341
East,M202,2019-08,6.3,0.0755
West,M202,2019-08,6.43,0.1487
North,M205,2019-08,6.37,-0.0179
South,M205,2019-08,5.81,-0.0476
East,M205,2019-08,6.75,-0.0187
West,M205,2019-08,4.85,0.0608
North,M208,2019-08,6.94,0.0081
South,M208,2019-08,5.9,-0.0078
East,M208,2019-08,6.43,0.0532
West,M208,2019-08,7.05,-0.0442
North,M214,2019-08,6.76,0.0301
South,M214,2019-08,6.58,0.102
East,M214,2019-08,6.86,0.0242
West,M214,2019-08,6.98,0.0068
North,M216,2019-08,6.18,0.1283
South,M216,2019-08,5.6,0.0629
East,M216,2019-08,6.97,0.053
West,M216,2019-08,5.91,0.1237
North,M222,2019-08,6.2,-0.0298
South,M222,2019-08,6.38,-0.0409
East,M222,2019-08,6.86,0.1142
West,M222,2019-08,5.94,0.1352
North,M102,2019-09,6.97,0.0752
South,M102,2019-09,7.67,-0.0207
East,M102,2019-09,8.23,0.0559
West,M102,2019-09,8.71,0.1017
North,M104,2019-09,6.2,0.0907
South,M104,2019-09,6.74,0.0854
East,M104,2019-09,5.97,0.0614
West,M104,2019-09,5.99,0.1179
North,M107,2019-09,7.03,0.0461
South,M107,2019-09,7.12,-0.0213
East,M107,2019-09,8.14,0.025
West,M107,2019-09,8.45,-0.0452
North,M108,2019-09,6.18,0.068
South,M108,2019-09,6.13,0.094
East,M108,2019-09,7.4,0.0601
West,M108,2019-09,6.49,0.0303
North,M109,2019-09,7.88,0.0457
South,M109,2019-09,7.58,-0.0071
East,M109,2019-09,7.36,0.0064
West,M109,2019-09,8.01,-0.0381
North,M117,2019-09,7.16,-0.0053
South,M117,2019-09,7.41,0.1374
East,M117,2019-09,9.07,0.1447
West,M117,2019-09,7.65,0.0636
North,M120,2019-09,8.97,0.1481
South,M120,2019-09,7.87,0.0524
East,M120,2019-09,8.04,-0.03
West,M120,2019-09,8.26,-0.0209
North,M123,2019-09,6.61,0.0764
South,M123,2019-09,6.42,-0.0
East,M123,2019-09,6.56,0.0074
West,M123,2019-09,7.05,0.0403
North,M126,2019-09,9.06,-0.0131
South,M126,2019-09,5.59,0.0628
East,M126,2019-09,7.45,0.1346
West,M126,2019-09,7.13,0.1224
North,M129,2019-09,,-0.0361
South,M129,2019-09,6.48,0.0585
East,M129,2019-09,7.91,0.0658
West,M129,2019-09,6.65,0.1043
North,M130,2019-09,7.31,0.0667
South,M130,2019-09,5.41,-0.0334
East,M130,2019-09,6.62,0.0146
West,M130,2019-09,5.75,0.1216
North,M134,2019-09,7.29,-0.0211
South,M134,2019-09,6.51,0.0611
East,M134,2019-09,7.18,0.0286
West,M134,2019-09,6.36,0.0423
North,M136,2019-09,9.02,-0.0417
South,M136,2019-09,7.89,0.1243
East,M136,2019-09,9.93,-0.0195
West,M136,2019-09,7.36,0.1124
North,M139,2019-09,10.0,0.0709
South,M139,2019-09,8.08,-0.0487
East,M139,2019-09,10.0,0.1361
West,M139,2019-09,9.16,0.0636
North,M142,2019-09,8.43,0.1129
South,M142,2019-09,6.72,0.0967
East,M142,2019-09,8.63,0.0816
West,M142,2019-09,6.31,0.0953
North,M148,2019-09,7.99,0.1054
South,M148,2019-09,5.87,-0.0059
East,M148,2019-09,7.33,0.1011
West,M148,2019-09,6.32,0.1216
North,M151,2019-09,4.79,0.0124
South,M151,2019-09,6.82,-0.0328
East,M151,2019-09,4.49,0.0772
West,M151,2019-09,3.97,-0.0496
North,M155,2019-09,4.18,0.0222
South,M155,2019-09,5.61,0.1085
East,M155,2019-09,5.17,0.0406
West,M155,2019-09,4.15,0.0418
North,M157,2019-09,3.99,-0.0291
South,M157,2019-09,7.23,0.1321
East,M157,2019-09,4.1,0.1393
West,M157,2019-09,3.86,0.1453
North,M158,2019-09,4.87,0.041
South,M158,2019-09,6.3,0.1216
East,M158,2019-09,5.54,0.0736
West,M158,2019-09,4.83,0.0551
North,M162,2019-09,3.42,-0.0006
South,M162,2019-09,5.61,0.0996
East,M162,2019-09,5.41,-0.0128
West,M162,2019-09,4.67,-0.0358
North,M164,2019-09,4.89,-0.0164
South,M164,2019-09,6.64,-0.0033
East,M164,2019-09,3.35,-0.0409
West,M164,2019-09,4.2,-0.0017
North,M166,2019-09,4.79,-0.0446
South,M166,2019-09,6.48,0.0165
East,M166,2019-09,4.24,0.0144
West,M166,2019-09,4.22,0.0077
North,M170,2019-09,3.83,0.1401
South,M170,2019-09,6.62,0.1254
East,M170,2019-09,4.46,0.0668
West,M170,2019-09,4.74,0.0005
North,M171,2019-09,3.59,0.0799
South,M171,2019-09,6.27,0.1476
East,M171,2019-09,5.3,0.0437
West,M171,2019-09,4.96,0.1399
North,M173,2019-09,4.95,0.0461
South,M173,2019-09,6.56,-0.0105
East,M173,2019-09,3.83,-0.0426
West,M173,2019-09,4.48,0.127
North,M177,2019-09,5.77,0.1018
South,M177,2019-09,8.02,0.0056
East,M177,2019-09,4.93,0.0036
West,M177,2019-09,6.95,0.112
North,M178,2019-09,5.49,0.0395
South,M178,2019-09,6.73,0.0824
East,M178,2019-09,5.42,0.0314
West,M178,2019-09,7.67,0.138
North,M179,2019-09,6.1,0.046
South,M179,2019-09,8.66,0.0954
East,M179,2019-09,6.36,0.1253
West,M179,2019-09,8.81,0.0889
North,M180,2019-09,7.01,0.0753
South,M180,2019-09,9.51,0.0272
East,M180,2019-09,6.07,0.0455
West,M180,2019-09,9.22,0.1489
North,M184,2019-09,5.83,0.0107
South,M184,2019-09,7.86,0.0046
East,M184,2019-09,6.39,0.1358
West,M184,2019-09,7.39,0.062
North,M188,2019-09,5.77,0.1216
South,M188,2019-09,8.54,0.0743
East,M188,2019-09,6.81,0.0276
West,M188,2019-09,7.5,0.0903
North,M190,2019-09,6.88,0.0047
South,M190,2019-09,6.78,0.103
East,M190,2019-09,6.73,0.1374
West,M190,2019-09,7.24,0.0618
North,M196,2019-09,2.04,0.115
South,M196,2019-09,3.48,0.1262
East,M196,2019-09,2.08,-0.0451
West,M196,2019-09,3.95,0.0725
North,M201,2019-09,6.9,0.0026
South,M201,2019-09,5.64,0.0685
East,M201,2019-09,6.42,-0.0297
West,M201,2019-09,5.63,0.0792
North,M202,2019-09,,0.1248
South,M202,2019-09,6.29,0.0823
East,M202,2019-09,6.04,-0.0302
West,M202,2019-09,6.17,0.1408
North,M205,2019-09,6.04,0.0144
South,M205,2019-09,6.08,-0.039
East,M205,2019-09,4.92,0.0279
West,M205,2019-09,4.98,-0.034
North,M208,2019-09,7.4,0.0834
South,M208,2019-09,6.98,0.0153
East,M208,2019-09,5.63,0.0671
West,M208,2019-09,5.87,0.0005
North,M214,2019-09,6.95,0.0529
South,M214,2019-09,5.69,-0.0038
East,M214,2019-09,5.5,0.0524
West,M214,2019-09,6.72,0.1207
North,M216,2019-09,6.42,0.0646
South,M216,2019-09,5.19,0.14
East,M216,2019-09,6.92,0.1205
West,M216,2019-09,6.05,0.1364
North,M222,2019-09,5.62,0.0025
South,M222,2019-09,5.72,0.1388
East,M222,2019-09,6.41,0.0756
West,M222,2019-09,6.3,0.0226
North,M102,2019-10,7.32,0.0712
South,M102,2019-10,6.94,0.1483
East,M102,2019-10,7.78,-0.0458
West,M102,2019-10,7.12,0.0954
North,M104,2019-10,6.77,0.0461
South,M104,2019-10,6.1,0.1449
East,M104,2019-10,6.42,-0.0121
West,M104,2019-10,6.49,0.0756
North,M107,2019-10,7.9,-0.0121
South,M107,2019-10,8.51,-0.0368
East,M107,2019-10,8.38,-0.047
West,M107,2019-10,7.18,0.0655
North,M108,2019-10,6.11,-0.0044
South,M108,2019-10,6.33,0.1077
East,M108,2019-10,7.04,0.077
West,M108,2019-10,6.78,-0.0297
North,M109,2019-10,7.46,0.0422
South,M109,2019-10,7.22,0.0635
East,M109,2019-10,8.39,-0.0127
West,M109,2019-10,7.07,0.1023
North,M117,2019-10,7.39,0.0057
South,M117,2019-10,8.8,0.0994
East,M117,2019-10,7.74,0.0584
West,M117,2019-10,7.89,0.1268
North,M120,2019-10,6.86,-0.0055
South,M120,2019-10,6.8,0.071
East,M120,2019-10,7.75,0.0499
West,M120,2019-10,6.88,0.0905
North,M123,2019-10,7.4,0.0889
South,M123,2019-10,7.75,0.0897
East,M123,2019-10,6.54,0.0458
West,M123,2019-10,7.43,0.0213
North,M126,2019-10,7.83,0.0926
South,M126,2019-10,6.17,-0.0029
East,M126,2019-10,7.97,0.1273
West,M126,2019-10,7.57,-0.0455
North,M129,2019-10,8.18,0.0094
South,M129,2019-10,,0.0745
East,M129,2019-10,8.58,0.0636
West,M129,2019-10,6.82,0.0943
North,M130,2019-10,8.21,-0.0109
South,M130,2019-10,6.25,0.1205
East,M130,2019-10,6.9,0.0629
West,M130,2019-10,5.88,0.094
North,M134,2019-10,6.95,-0.0371
South,M134,2019-10,6.05,0.1426
East,M134,2019-10,7.32,0.0555
West,M134,2019-10,5.0,0.1416
North,M136,2019-10,8.47,-0.0293
South,M136,2019-10,6.3,0.0961
East,M136,2019-10,7.86,0.1093
West,M136,2019-10,6.66,0.1412
North,M139,2019-10,7.33,0.0899
South,M139,2019-10,6.51,0.0005
East,M139,2019-10,8.54,0.0433
West,M139,2019-10,7.28,-0.0157
North,M141,2019-10,7.72,0.0866
South,M141,2019-10,6.58,-0.0156
East,M141,2019-10,8.38,0.1463
West,M141,2019-10,7.06,0.0198
North,M142,2019-10,7.59,-0.0487
South,M142,2019-10,6.56,0.0601
East,M142,2019-10,7.5,0.1159
West,M142,2019-10,5.47,-0.018
North,M148,2019-10,8.16,0.1276
South,M148,2019-10,6.36,-0.0186
East,M148,2019-10,8.4,0.0164
West,M148,2019-10,6.47,0.1414
North,M149,2019-10,9.54,-0.027
South,M149,2019-10,6.35,0.0012
East,M149,2019-10,8.03,-0.0154
West,M149,2019-10,7.13,0.0337
North,M151,2019-10,5.19,-0.0019
South,M151,2019-10,5.16,0.0558
East,M151,2019-10,3.2,0.0839
West,M151,2019-10,4.56,0.0779
North,M155,2019-10,3.89,0.1114
South,M155,2019-10,6.66,0.1035
East,M155,2019-10,3.78,-0.044
West,M155,2019-10,4.71,0.0919
North,M157,2019-10,3.5,0.13
South,M157,2019-10,5.73,0.0616
East,M157,2019-10,4.51,-0.0003
West,M157,2019-10,4.77,0.0057
North,M158,2019-10,4.37,0.0279
South,M158,2019-10,6.93,0.0429
East,M158,2019-10,3.93,0.008
West,M158,2019-10,5.33,-0.03
North,M162,2019-10,4.8,0.0314
South,M162,2019-10,5.58,0.116
East,M162,2019-10,,-0.0241
West,M162,2019-10,3.53,0.0136
North,M164,2019-10,3.46,0.1112
South,M164,2019-10,6.65,0.0331
East,M164,2019-10,4.89,-0.0256
West,M164,2019-10,5.1,0.0245
North,M166,2019-10,5.13,-0.0234
South,M166,2019-10,7.44,-0.0404
East,M166,2019-10,4.74,0.1468
West,M166,2019-10,5.03,-0.003
North,M170,2019-10,5.56,0.1409
South,M170,2019-10,7.54,0.149
East,M170,2019-10,4.07,0.1241
West,M170,2019-10,4.11,0.1043
North,M171,2019-10,3.72,0.1053
South,M171,2019-10,7.22,0.0872
East,M171,2019-10,5.21,0.0908
West,M171,2019-10,4.65,-0.0419
North,M173,2019-10,3.47,0.0563
South,M173,2019-10,5.28,0.0009
East,M173,2019-10,5.24,0.0567
West,M173,2019-10,,0.1018
North,M177,2019-10,5.62,0.0364
South,M177,2019-10,7.69,0.0119
East,M177,2019-10,6.48,0.1483
West,M177,2019-10,6.54,0.0157
North,M178,2019-10,6.3,0.0962
South,M178,2019-10,7.59,0.0152
East,M178,2019-10,6.5,0.0386
West,M178,2019-10,7.28,0.1465
North,M179,2019-10,5.77,0.1071
South,M179,2019-10,9.22,-0.0053
East,M179,2019-10,7.01,0.0435
West,M179,2019-10,9.18,0.0
North,M180,2019-10,7.0,-0.0324
South,M180,2019-10,7.86,0.1458
East,M180,2019-10,7.16,0.0641
West,M180,2019-10,8.9,0.1013
North,M184,2019-10,7.29,0.1429
South,M184,2019-10,7.53,-0.0097
East,M184,2019-10,6.96,0.0252
West,M184,2019-10,7.19,0.0045
North,M188,2019-10,5.66,-0.024
South,M188,2019-10,7.26,0.0532
East,M188,2019-10,6.03,0.0874
West,M188,2019-10,8.08,0.1305
North,M190,2019-10,6.19,0.0961
South,M190,2019-10,7.28,0.0458
East,M190,2019-10,6.47,-0.0247
West,M190,2019-10,6.34,0.0157
North,M196,2019-10,6.2,0.1066
South,M196,2019-10,8.71,0.0854
East,M196,2019-10,6.91,0.0853
West,M196,2019-10,8.78,0.0231
North,M201,2019-10,6.51,0.1222
South,M201,2019-10,6.25,-0.029
East,M201,2019-10,6.77,-0.003
West,M201,2019-10,6.37,-0.0015
North,M202,2019-10,6.18,-0.0483
South,M202,2019-10,4.77,0.0675
East,M202,2019-10,5.99,0.1199
West,M202,2019-10,6.65,0.0094
North,M205,2019-10,5.55,0.1301
South,M205,2019-10,6.32,0.0119
East,M205,2019-10,5.22,0.0404
West,M205,2019-10,6.16,0.0988
North,M208,2019-10,5.3,0.1353
South,M208,2019-10,5.6,0.1037
East,M208,2019-10,6.69,-0.0282
West,M208,2019-10,5.81,0.0967
North,M214,2019-10,6.12,0.1339
South,M214,2019-10,6.04,0.0159
East,M214,2019-10,6.88,0.0635
West,M214,2019-10,5.73,0.0908
North,M215,2019-10,6.99,0.0513
South,M215,2019-10,6.48,-0.0054
East,M215,2019-10,7.19,0.0832
West,M215,2019-10,7.44,0.0454
North,M216,2019-10,5.51,0.1482
South,M216,2019-10,6.25,0.141
East,M216,2019-10,5.32,0.0804
West,M216,2019-10,5.09,0.0432
North,M222,2019-10,6.96,0.1342
South,M222,2019-10,6.32,0.0815
East,M222,2019-10,,0.0516
West,M222,2019-10,5.49,-0.0203
North,M102,2019-11,6.94,0.0143
South,M102,2019-11,6.57,0.0318
East,M102,2019-11,7.72,0.1408
West,M102,2019-11,7.21,0.0956
North,M104,2019-11,6.41,0.1424
South,M104,2019-11,7.82,0.0285
East,M104,2019-11,6.35,0.0127
West,M104,2019-11,7.3,-0.0262
North,M107,2019-11,7.95,0.0688
South,M107,2019-11,6.81,-0.0244
East,M107,2019-11,7.23,0.0084
West,M107,2019-11,8.28,-0.0433
North,M108,2019-11,6.43,0.0236
South,M108,2019-11,7.34,-0.0416
East,M108,2019-11,7.91,0.0322
West,M108,2019-11,6.89,0.0336
North,M109,2019-11,7.46,0.1086
South,M109,2019-11,7.97,0.1098
East,M109,2019-11,7.07,0.0602
West,M109,2019-11,7.34,-0.0314
North,M117,2019-11,8.25,0.0965
South,M117,2019-11,8.55,0.015
East,M117,2019-11,7.86,0.1312
West,M117,2019-11,7.32,0.1457
North,M120,2019-11,8.39,0.0765
South,M120,2019-11,7.82,0.0338
East,M120,2019-11,8.48,-0.0491
West,M120,2019-11,7.6,0.1123
North,M123,2019-11,6.5,-0.0248
South,M123,2019-11,6.64,0.0357
East,M123,2019-11,6.82,0.0578
West,M123,2019-11,7.43,0.1087
North,M126,2019-11,7.57,0.032
South,M126,2019-11,7.21,0.0701
East,M126,2019-11,7.63,-0.0429
West,M126,2019-11,6.27,0.115
North,M129,2019-11,8.7,0.0821
South,M129,2019-11,7.48,0.142
East,M129,2019-11,9.67,-0.0133
West,M129,2019-11,7.21,0.0628
North,M130,2019-11,7.32,-0.0453
South,M130,2019-11,5.03,-0.0426
East,M130,2019-11,7.86,-0.0452
West,M130,2019-11,6.27,0.0856
North,M134,2019-11,7.24,0.0668
South,M134,2019-11,5.49,-0.0434
East,M134,2019-11,7.77,-0.0173
West,M134,2019-11,5.31,-0.0352
North,M136,2019-11,8.68,0.101
South,M136,2019-11,7.08,0.077
East,M136,2019-11,9.06,-0.0185
West,M136,2019-11,7.29,0.0719
North,M139,2019-11,7.41,-0.0051
South,M139,2019-11,6.26,0.1339
East,M139,2019-11,7.27,0.0618
West,M139,2019-11,7.06,0.0805
North,M141,2019-11,8.75,0.0408
South,M141,2019-11,5.92,0.0619
East,M141,2019-11,8.84,0.1278
West,M141,2019-11,7.39,0.1367
North,M142,2019-11,6.76,-0.0182
South,M142,2019-11,6.2,0.0995
East,M142,2019-11,6.69,0.1494
West,M142,2019-11,5.72,-0.0394
North,M148,2019-11,7.46,0.0338
South,M148,2019-11,6.07,0.0981
East,M148,2019-11,7.42,0.1189
West,M148,2019-11,5.9,-0.0461
North,M149,2019-11,8.56,0.0031
South,M149,2019-11,6.01,0.1334
East,M149,2019-11,9.7,0.0422
West,M149,2019-11,6.6,0.0001
North,M151,2019-11,4.17,0.0022
South,M151,2019-11,5.94,0.0898
East,M151,2019-11,3.72,0.0436
West,M151,2019-11,4.73,0.0368
North,M155,2019-11,3.75,0.05
South,M155,2019-11,6.38,0.0592
East,M155,2019-11,3.77,0.1091
West,M155,2019-11,3.74,-0.0207
North,M157,2019-11,4.21,0.0915
South,M157,2019-11,6.91,0.0375
East,M157,2019-11,3.41,0.0485
West,M157,2019-11,4.7,-0.0433
North,M158,2019-11,4.49,0.0585
South,M158,2019-11,5.86,0.088
East,M158,2019-11,5.65,0.0111
West,M158,2019-11,4.66,0.1176
North,M162,2019-11,4.88,0.0665
South,M162,2019-11,6.06,-0.0152
East,M162,2019-11,5.13,0.0613
West,M162,2019-11,4.33,0.0845
North,M164,2019-11,3.93,0.1084
South,M164,2019-11,5.54,0.1454
East,M164,2019-11,4.51,-0.0461
West,M164,2019-11,4.27,-0.0263
North,M166,2019-11,3.72,0.0948
South,M166,2019-11,6.65,-0.0294
East,M166,2019-11,4.06,0.0798
West,M166,2019-11,5.17,0.1154
North,M170,2019-11,3.48,0.0349
South,M170,2019-11,6.42,0.0385
East,M170,2019-11,4.12,0.0796
West,M170,2019-11,3.95,-0.0393
North,M171,2019-11,5.25,0.1353
South,M171,2019-11,,0.0853
East,M171,2019-11,3.41,0.0611
West,M171,2019-11,4.03,-0.0476
North,M173,2019-11,3.47,0.0078
South,M173,2019-11,6.29,0.1361
East,M173,2019-11,3.84,-0.0149
West,M173,2019-11,3.54,-0.0156
North,M175,2019-11,5.6,0.1309
South,M175,2019-11,7.53,0.0797
East,M175,2019-11,5.14,0.122
West,M175,2019-11,4.46,0.0698
North,M176,2019-11,6.16,0.1476
South,M176,2019-11,8.65,0.102
East,M176,2019-11,6.21,0.0856
West,M176,2019-11,8.38,0.0838
North,M177,2019-11,4.74,0.0309
South,M177,2019-11,5.99,-0.0078
East,M177,2019-11,4.99,0.1074
West,M177,2019-11,7.46,0.1296
North,M178,2019-11,5.26,0.1062
South,M178,2019-11,7.58,0.0388
East,M178,2019-11,5.73,0.0983
West,M178,2019-11,7.9,0.0395
North,M179,2019-11,6.64,0.1301
South,M179,2019-11,,0.056
East,M179,2019-11,6.26,0.1117
West,M179,2019-11,8.13,-0.0407
North,M180,2019-11,6.49,0.0947
South,M180,2019-11,8.48,0.0046
East,M180,2019-11,6.99,-0.0077
West,M180,2019-11,9.09,0.0302
North,M184,2019-11,6.21,0.0211
South,M184,2019-11,7.81,0.063
East,M184,2019-11,6.8,-0.0135
