product_id,month,orders_count,avg_order_value,revenue,return_rate
P5020,2022-01,70,168.33,11783.11,0.0973
P5021,2022-01,77,163.33,12576.03,0.0625
P5024,2022-01,69,165.89,11446.54,0.1016
P5025,2022-01,115,54.17,6229.73,0.1975
P5027,2022-01,131,53.39,6994.1,0.1645
P5028,2022-01,122,52.19,6366.78,0.1655
P5029,2022-01,120,48.2,5784.17,0.1802
P5031,2022-01,131,50.86,6663.1,0.2064
P5032,2022-01,126,46.12,5810.96,0.2061
P5033,2022-01,120,55.22,6626.3,0.2041
P5036,2022-01,127,48.08,6106.34,0.1656
P5038,2022-01,128,46.61,5965.73,0.2008
P5039,2022-01,128,53.14,6801.69,0.2072
P5040,2022-01,120,51.16,6138.65,0.1605
P5041,2022-01,130,55.17,7172.23,0.1679
P5044,2022-01,121,54.3,6570.32,0.1691
P5045,2022-01,131,46.31,6066.55,0.1643
P5046,2022-01,118,46.79,5521.65,0.2075
P5047,2022-01,123,51.05,6278.86,0.1839
P5049,2022-01,101,68.37,6905.04,0.0878
P5050,2022-01,93,62.5,5812.34,0.0887
P5051,2022-01,96,67.52,6481.8,0.0739
P5052,2022-01,99,69.22,6853.07,0.0962
P5055,2022-01,90,64.53,5807.55,0.0915
P5056,2022-01,100,67.41,6740.55,0.0714
P5059,2022-01,102,66.78,6812.04,0.0816
P5060,2022-01,100,67.0,6700.07,0.1008
P5061,2022-01,97,65.61,6364.29,0.0645
P5064,2022-01,91,70.82,6445.06,0.085
P5065,2022-01,91,66.49,6050.4,0.0773
P5066,2022-01,103,64.39,6631.7,0.0636
P5067,2022-01,98,65.43,6411.68,0.084
P5068,2022-01,97,71.62,6946.69,0.0899
P5070,2022-01,103,71.93,7408.76,0.0958
P5072,2022-01,98,68.51,6714.45,0.0894
P5073,2022-01,94,62.97,5918.97,0.0923
P5074,2022-01,91,69.83,6354.4,0.0658
P5075,2022-01,99,65.7,6504.06,0.1041
P5076,2022-01,91,71.29,6487.74,0.1066
P5077,2022-01,102,68.76,7013.65,0.0628
P5080,2022-01,101,63.87,6450.39,0.0906
P5081,2022-01,101,65.05,6570.16,0.0633
P5082,2022-01,91,68.83,6263.3,0.0988
P5085,2022-01,99,62.85,6221.84,0.075
P5087,2022-01,100,69.37,6936.72,0.0809
P5088,2022-01,96,70.25,6743.68,0.0674
P5089,2022-01,99,65.52,6486.11,0.0834
P5090,2022-01,100,64.14,6413.81,0.0791
P5091,2022-01,91,67.21,6116.19,0.0602
P5092,2022-01,100,65.19,6519.22,0.1092
P5093,2022-01,93,65.94,6132.42,0.0902
P5095,2022-01,94,65.82,6187.17,0.0606
P5096,2022-01,99,63.6,6296.43,0.1003
P5098,2022-01,91,63.55,5783.47,0.0749
P5099,2022-01,97,66.77,6476.63,0.0788
P5100,2022-01,92,63.48,5840.33,0.0806
P5101,2022-01,94,69.7,6551.85,0.0671
P5103,2022-01,91,62.32,5671.21,0.0875
P5105,2022-01,93,70.65,6570.43,0.0647
P5106,2022-01,100,62.77,6277.49,0.1015
P5108,2022-01,93,64.2,5970.5,0.0824
P5110,2022-01,92,70.08,6447.05,0.1048
P5111,2022-01,103,63.8,6571.8,0.0706
P5112,2022-01,101,67.78,6845.93,0.0721
P5114,2022-01,97,66.0,6402.2,0.0721
P5115,2022-01,90,70.99,6389.34,0.0849
P5116,2022-01,98,62.83,6156.95,0.0986
P5117,2022-01,102,64.61,6590.51,0.0754
P5118,2022-01,99,71.28,7056.44,0.1055
P5119,2022-01,103,62.39,6426.53,0.104
P5120,2022-01,97,71.58,6943.57,0.0855
P5001,2022-02,151,169.2,25548.62,0.0712
P5002,2022-02,70,169.91,11893.7,0.0793
P5005,2022-02,71,163.51,11609.31,0.0708
P5007,2022-02,70,163.13,11418.86,0.1027
P5008,2022-02,77,167.55,12901.08,0.0658
P5009,2022-02,69,167.02,11524.59,0.1076
P5010,2022-02,76,165.62,12587.39,0.088
P5011,2022-02,73,165.26,12064.0,0.0603
P5012,2022-02,73,164.02,11973.6,0.0818
P5013,2022-02,74,165.03,12212.45,0.0808
P5014,2022-02,77,167.25,12877.88,0.079
P5017,2022-02,76,167.44,12725.13,0.062
P5019,2022-02,77,171.89,13235.67,0.0971
P5020,2022-02,68,164.67,11197.27,0.0994
P5021,2022-02,76,170.12,12929.23,0.0968
P5024,2022-02,130,169.79,22073.15,0.0834
P5025,2022-02,131,52.08,6822.43,0.1956
P5027,2022-02,125,50.2,6274.56,0.2009
P5028,2022-02,131,52.12,6827.88,0.1693
P5029,2022-02,118,53.5,6312.53,0.1976
P5031,2022-02,129,51.4,6630.84,0.2094
P5032,2022-02,130,48.74,6336.6,0.1957
P5033,2022-02,116,54.81,6357.89,0.1783
P5036,2022-02,130,45.65,5934.32,0.1636
P5038,2022-02,132,46.9,6190.52,0.193
P5039,2022-02,125,53.45,6681.68,0.1962
P5040,2022-02,117,50.53,5912.26,0.1712
P5041,2022-02,58,45.43,2634.91,0.169
P5044,2022-02,129,47.53,6131.51,0.1614
P5045,2022-02,116,48.24,5595.46,0.1769
P5046,2022-02,132,47.98,6332.85,0.1883
P5047,2022-02,123,46.65,5738.5,0.1801
P5049,2022-02,99,65.67,6500.95,0.0758
P5050,2022-02,95,64.66,6143.06,0.086
P5051,2022-02,93,69.59,6471.44,0.0734
P5052,2022-02,92,65.8,6053.4,0.0966
P5055,2022-02,92,68.4,6292.45,0.0851
P5056,2022-02,93,62.42,5804.8,0.0816
P5059,2022-02,99,65.81,6515.29,0.0856
P5060,2022-02,94,71.64,6733.94,0.0969
P5061,2022-02,92,69.11,6358.02,0.0653
P5064,2022-02,90,65.97,5936.9,0.0691
P5065,2022-02,97,70.74,6861.31,0.0838
P5066,2022-02,100,62.62,6262.27,0.0833
P5067,2022-02,99,65.25,6459.55,0.0917
P5068,2022-02,100,69.97,6996.96,0.1038
P5070,2022-02,95,64.37,6115.42,0.103
P5072,2022-02,102,66.22,6754.19,0.0736
P5073,2022-02,90,69.01,6210.68,0.073
P5074,2022-02,103,67.45,6946.87,0.0996
P5075,2022-02,90,70.15,6313.25,0.094
P5076,2022-02,100,71.41,7140.84,0.0661
P5077,2022-02,98,71.38,6994.96,0.0641
P5080,2022-02,98,62.55,6129.51,0.0601
P5081,2022-02,99,68.05,6737.43,0.0775
P5082,2022-02,99,63.42,6278.14,0.083
P5085,2022-02,95,64.47,6124.42,0.0933
P5087,2022-02,101,66.75,6741.83,0.0647
P5088,2022-02,96,71.56,6870.19,0.1002
P5089,2022-02,91,62.87,5720.92,0.0618
P5090,2022-02,92,68.48,6300.42,0.0632
P5091,2022-02,95,64.73,6149.82,0.0901
P5092,2022-02,96,64.7,6211.02,0.0818
P5093,2022-02,100,69.61,6961.23,0.0601
P5095,2022-02,97,62.2,6033.65,0.061
P5096,2022-02,103,62.59,6447.07,0.0745
P5098,2022-02,98,71.79,7035.63,0.063
P5099,2022-02,97,68.75,6668.42,0.1089
P5100,2022-02,98,63.43,6216.24,0.0773
P5101,2022-02,100,66.18,6618.25,0.0805
P5103,2022-02,98,67.09,6574.7,0.0703
P5105,2022-02,102,65.14,6644.07,0.0825
P5106,2022-02,98,63.13,6186.36,0.086
P5108,2022-02,103,67.92,6995.27,0.0723
P5110,2022-02,96,64.01,6144.5,0.0679
P5111,2022-02,97,70.99,6885.58,0.0944
P5112,2022-02,97,69.99,6789.04,0.0971
P5114,2022-02,96,62.89,6037.75,0.0949
P5115,2022-02,91,71.89,6542.01,0.0999
P5116,2022-02,99,63.37,6274.05,0.0612
P5117,2022-02,99,66.24,6557.88,0.0814
P5118,2022-02,93,69.87,6497.47,0.0614
P5119,2022-02,99,62.54,6191.09,0.0799
P5120,2022-02,91,68.49,6232.4,0.0689
P5001,2022-03,68,166.85,11345.58,0.0972
P5002,2022-03,74,169.34,12531.23,0.0857
P5005,2022-03,71,166.27,11805.07,0.1069
P5007,2022-03,70,169.17,11841.56,0.0813
P5008,2022-03,70,164.13,11489.42,0.0637
P5009,2022-03,68,168.15,11433.95,0.091
P5010,2022-03,75,166.34,12475.24,0.0656
P5011,2022-03,71,171.52,12177.78,0.0987
P5012,2022-03,76,172.11,13080.0,0.0657
P5013,2022-03,73,164.92,12038.93,0.1026
P5014,2022-03,72,167.12,12032.33,0.078
P5017,2022-03,68,170.37,11585.19,0.0623
P5018,2022-03,75,169.66,12724.19,0.1005
P5019,2022-03,75,165.74,12430.56,0.0814
P5020,2022-03,72,166.55,11991.75,0.0663
P5021,2022-03,73,165.27,12064.83,0.0662
P5024,2022-03,70,165.41,11578.51,0.0766
P5025,2022-03,131,45.87,6008.42,0.1922
P5027,2022-03,126,46.33,5837.34,0.1672
P5028,2022-03,116,49.25,5713.05,0.1656
P5029,2022-03,129,51.09,6590.59,0.1917
P5031,2022-03,117,47.28,5531.22,0.1734
P5032,2022-03,125,47.28,5909.83,0.1656
P5033,2022-03,116,54.71,6345.81,0.1886
P5036,2022-03,122,54.8,6685.68,0.1894
P5038,2022-03,124,49.45,6131.83,0.1844
P5039,2022-03,124,51.36,6368.82,0.1821
P5040,2022-03,121,46.05,5571.91,0.1976
P5041,2022-03,132,51.03,6736.0,0.1958
P5044,2022-03,128,52.88,6769.13,0.1706
P5045,2022-03,124,50.56,6269.85,0.1942
P5046,2022-03,132,54.6,7207.68,0.1748
P5047,2022-03,124,54.61,6771.25,0.1833
P5049,2022-03,91,67.98,6186.15,0.1013
P5050,2022-03,93,65.99,6136.99,0.0768
P5051,2022-03,97,70.81,6868.61,0.1099
P5052,2022-03,95,70.39,6687.11,0.0855
P5054,2022-03,95,65.73,6243.96,0.0866
P5055,2022-03,100,68.73,6873.26,0.1054
P5056,2022-03,103,68.58,7063.51,0.0998
P5059,2022-03,92,69.76,6417.79,0.0892
P5060,2022-03,93,69.64,6476.93,0.1038
P5061,2022-03,98,62.67,6142.06,0.0888
P5064,2022-03,99,69.66,6896.53,0.073
P5065,2022-03,97,71.85,6969.36,0.0827
P5066,2022-03,92,69.7,6412.36,0.0736
P5067,2022-03,92,71.23,6552.95,0.0611
P5068,2022-03,92,72.17,6639.58,0.09
P5070,2022-03,94,63.97,6012.86,0.0632
P5072,2022-03,95,71.05,6749.79,0.0817
P5073,2022-03,43,70.91,3049.13,0.0652
P5074,2022-03,102,66.53,6785.59,0.0787
P5075,2022-03,95,67.67,6428.31,0.0963
P5076,2022-03,90,71.45,6430.5,0.1043
P5077,2022-03,97,71.84,6968.2,0.0681
P5080,2022-03,91,70.81,6443.6,0.0866
P5081,2022-03,90,64.66,5819.7,0.0628
P5082,2022-03,90,71.21,6408.78,0.1032
P5085,2022-03,102,66.92,6825.97,0.0897
P5087,2022-03,90,71.07,6396.1,0.0737
P5088,2022-03,92,70.35,6472.23,0.0872
P5089,2022-03,102,68.96,7033.76,0.0893
P5090,2022-03,101,71.59,7230.3,0.0967
P5091,2022-03,92,66.48,6116.35,0.072
P5092,2022-03,95,70.95,6740.65,0.0773
P5093,2022-03,91,69.3,6306.18,0.0921
P5095,2022-03,100,68.93,6892.67,0.1075
P5096,2022-03,96,71.02,6817.81,0.0726
P5098,2022-03,93,63.41,5896.72,0.0858
P5099,2022-03,91,69.02,6280.4,0.1087
P5100,2022-03,91,68.92,6271.92,0.0965
P5101,2022-03,103,66.35,6834.3,0.0863
P5102,2022-03,92,64.88,5968.65,0.0772
P5103,2022-03,102,66.69,6802.4,0.081
P5105,2022-03,101,65.54,6619.43,0.0831
P5106,2022-03,99,64.28,6363.78,0.0627
P5108,2022-03,90,64.44,5799.3,0.1046
P5110,2022-03,97,67.05,6504.23,0.0857
P5111,2022-03,92,71.27,6556.63,0.1083
P5112,2022-03,92,63.56,5847.19,0.0819
P5114,2022-03,97,67.8,6576.79,0.0853
P5115,2022-03,100,65.27,6527.32,0.0755
P5116,2022-03,98,71.24,6981.4,0.0697
P5117,2022-03,96,65.69,6306.15,0.0796
P5118,2022-03,102,69.48,7087.38,0.0953
P5119,2022-03,98,67.95,6658.62,0.0774
P5120,2022-03,94,66.32,6233.87,0.0996
P5001,2022-04,71,163.07,11577.87,0.1084
P5002,2022-04,76,166.09,12623.17,0.0985
P5005,2022-04,68,170.53,11596.12,0.0817
P5007,2022-04,77,165.74,12762.02,0.1016
P5008,2022-04,75,165.29,12397.06,0.0723
P5009,2022-04,69,165.72,11434.37,0.0876
P5010,2022-04,77,166.24,12800.69,0.0819
P5011,2022-04,73,171.24,12500.27,0.0869
P5012,2022-04,75,168.46,12634.21,0.0794
P5013,2022-04,77,167.34,12885.22,0.0789
P5014,2022-04,75,167.5,12562.81,0.0904
P5017,2022-04,71,165.88,11777.37,0.0781
P5018,2022-04,75,166.5,12487.27,0.0723
P5019,2022-04,75,167.04,12528.04,0.0727
P5020,2022-04,72,172.35,12409.22,0.094
P5021,2022-04,72,171.55,12351.87,0.0955
P5024,2022-04,69,172.29,11887.77,0.0601
P5025,2022-04,60,46.45,2786.83,0.1975
P5027,2022-04,123,51.66,6353.76,0.175
P5028,2022-04,124,52.75,6541.15,0.194
P5029,2022-04,124,52.8,6547.15,0.1706
P5031,2022-04,117,52.2,6107.53,0.203
P5032,2022-04,130,48.37,6287.75,0.1749
P5033,2022-04,116,50.49,5856.52,0.2074
P5036,2022-04,126,46.19,5819.87,0.1742
P5038,2022-04,131,46.24,6058.04,0.1868
P5039,2022-04,131,54.51,7141.18,0.2035
P5040,2022-04,124,48.78,6049.15,0.165
P5041,2022-04,129,45.68,5892.43,0.1607
P5044,2022-04,121,53.4,6461.03,0.1684
P5045,2022-04,125,48.71,6088.2,0.1642
P5046,2022-04,123,52.48,6454.88,0.1685
P5047,2022-04,127,53.01,6732.28,0.2087
P5049,2022-04,102,67.59,6894.06,0.0714
P5050,2022-04,94,71.38,6710.05,0.0982
P5051,2022-04,101,72.03,7275.5,0.0811
P5052,2022-04,102,66.55,6788.21,0.0728
P5054,2022-04,97,64.59,6264.9,0.0751
P5055,2022-04,92,63.19,5813.3,0.1039
P5056,2022-04,91,66.68,6067.86,0.075
P5059,2022-04,90,65.33,5880.0,0.0852
P5060,2022-04,102,65.96,6727.96,0.1061
P5061,2022-04,92,65.24,6002.22,0.0998
P5064,2022-04,101,69.63,7032.72,0.0875
P5065,2022-04,98,67.09,6574.6,0.0729
P5066,2022-04,99,67.94,6726.54,0.0945
P5067,2022-04,92,62.88,5784.73,0.0668
P5068,2022-04,92,69.38,6382.71,0.0873
P5070,2022-04,102,66.67,6800.32,0.087
P5072,2022-04,101,64.45,6509.95,0.104
P5073,2022-04,93,64.64,6011.45,0.0889
P5074,2022-04,94,68.7,6457.6,0.1094
P5075,2022-04,101,71.79,7250.89,0.0713
P5076,2022-04,102,63.25,6451.09,0.0852
P5077,2022-04,96,64.59,6200.37,0.1028
P5080,2022-04,97,68.92,6685.47,0.0721
P5081,2022-04,100,68.14,6813.66,0.0794
P5082,2022-04,100,70.82,7081.7,0.0929
P5085,2022-04,194,62.54,12133.43,0.088
P5087,2022-04,92,64.09,5896.36,0.0973
P5088,2022-04,95,64.68,6144.25,0.097
P5089,2022-04,94,66.7,6269.94,0.0693
P5090,2022-04,98,63.9,6262.11,0.0651
P5091,2022-04,98,66.56,6523.16,0.0632
P5092,2022-04,91,70.25,6392.32,0.0879
P5093,2022-04,97,69.67,6757.85,0.0789
P5095,2022-04,95,67.91,6451.71,0.092
P5096,2022-04,92,65.64,6038.91,0.1066
P5098,2022-04,92,65.41,6018.1,0.0898
P5099,2022-04,99,70.95,7023.64,0.0961
P5100,2022-04,94,68.43,6432.11,0.1023
P5101,2022-04,101,69.95,7065.24,0.0771
P5102,2022-04,100,69.14,6913.8,0.1036
P5103,2022-04,97,67.67,6564.09,0.0894
P5105,2022-04,97,64.65,6270.69,0.108
P5106,2022-04,97,69.47,6738.51,0.0859
P5108,2022-04,101,70.03,7072.75,0.0659
P5110,2022-04,100,67.34,6734.05,0.0789
P5111,2022-04,97,70.39,6827.76,0.0747
P5112,2022-04,101,70.06,7076.22,0.0895
P5114,2022-04,100,68.1,6809.99,0.0648
P5115,2022-04,100,71.49,7149.3,0.0727
P5116,2022-04,96,64.89,6228.98,0.1062
P5117,2022-04,101,62.24,6286.46,0.1043
P5118,2022-04,96,65.8,6316.96,0.1039
P5119,2022-04,100,70.43,7043.45,0.0886
P5120,2022-04,98,65.0,6369.83,0.062
P5001,2022-05,74,165.44,12242.68,0.0969
P5002,2022-05,75,164.6,12345.35,0.0782
P5005,2022-05,71,165.5,11750.42,0.1005
P5007,2022-05,75,165.46,12409.76,0.1018
P5008,2022-05,74,165.49,12246.02,0.1003
P5009,2022-05,71,163.23,11589.08,0.0836
P5010,2022-05,75,165.57,12417.78,0.0714
P5011,2022-05,70,168.22,11775.29,0.0743
P5012,2022-05,71,166.9,11850.01,0.1049
P5013,2022-05,69,172.45,11899.0,0.0765
P5014,2022-05,77,169.58,13057.91,0.0846
P5017,2022-05,77,171.83,13230.85,0.0983
P5018,2022-05,73,164.04,11975.13,0.0916
P5019,2022-05,77,166.24,12800.34,0.1044
P5020,2022-05,70,167.04,11692.56,0.0859
P5021,2022-05,70,164.14,11489.65,0.0858
P5024,2022-05,75,171.94,12895.4,0.0759
P5025,2022-05,127,47.23,5997.6,0.206
P5027,2022-05,128,53.52,6850.92,0.1673
P5028,2022-05,127,47.95,6089.2,0.1839
P5029,2022-05,126,55.01,6931.0,0.1606
P5031,2022-05,129,50.26,6483.23,0.1615
P5032,2022-05,121,49.89,6036.47,0.1657
P5033,2022-05,119,54.45,6479.05,0.1817
P5036,2022-05,128,51.48,6590.08,0.1643
P5038,2022-05,117,48.35,5656.82,0.1803
P5039,2022-05,123,54.9,6752.91,0.1843
P5040,2022-05,120,53.26,6391.01,0.1752
P5041,2022-05,123,48.96,6021.88,0.1831
P5044,2022-05,118,48.5,5722.79,0.1925
P5045,2022-05,122,47.79,5829.99,0.1701
P5046,2022-05,130,45.51,5916.46,0.1653
P5047,2022-05,115,45.7,5255.51,0.1756
P5049,2022-05,100,64.34,6434.48,0.0803
P5050,2022-05,94,66.7,6269.79,0.0679
P5051,2022-05,99,63.46,6282.62,0.0618
P5052,2022-05,92,65.26,6003.98,0.1072
P5054,2022-05,96,69.91,6711.16,0.0897
P5055,2022-05,95,66.24,6292.61,0.0764
P5056,2022-05,94,68.16,6406.61,0.1074
P5059,2022-05,99,71.4,7068.11,0.0631
P5060,2022-05,96,71.45,6859.55,0.1018
P5061,2022-05,96,64.13,6156.04,0.0906
P5064,2022-05,99,70.19,6949.05,0.0703
P5065,2022-05,91,64.49,5868.35,0.0954
P5066,2022-05,94,69.12,6497.52,0.0692
P5067,2022-05,90,67.36,6062.67,0.065
P5068,2022-05,97,67.68,6565.3,0.1077
P5070,2022-05,99,72.02,7130.14,0.0857
P5072,2022-05,102,62.62,6386.78,0.0681
P5073,2022-05,99,62.61,6198.53,0.0794
P5074,2022-05,97,69.53,6744.07,0.0838
P5075,2022-05,98,65.05,6374.89,0.1033
P5076,2022-05,98,69.64,6824.31,0.088
P5077,2022-05,97,69.32,6724.5,0.0684
P5080,2022-05,95,65.13,6186.92,0.0662
P5081,2022-05,103,66.21,6819.19,0.0839
P5082,2022-05,91,67.41,6133.93,0.0859
P5083,2022-05,93,65.96,6134.71,0.0902
P5085,2022-05,94,69.68,6549.53,0.07
P5087,2022-05,92,66.41,6109.62,0.0759
P5088,2022-05,97,63.16,6126.37,0.0626
P5089,2022-05,94,65.61,6167.17,0.0814
P5090,2022-05,97,62.72,6083.57,0.0805
P5091,2022-05,91,65.37,5948.89,0.0703
P5092,2022-05,92,65.13,5991.74,0.1016
P5093,2022-05,90,64.75,5827.2,0.081
P5095,2022-05,95,65.36,6209.31,0.0997
P5096,2022-05,102,70.32,7172.67,0.102
P5098,2022-05,100,62.67,6266.85,0.0914
P5099,2022-05,92,70.13,6451.7,0.0727
P5100,2022-05,93,65.82,6121.67,0.0691
P5101,2022-05,94,68.02,6393.54,0.0796
P5102,2022-05,94,64.87,6097.62,0.0982
P5103,2022-05,102,69.88,7127.35,0.0919
P5105,2022-05,198,62.29,12332.63,0.0814
P5106,2022-05,91,64.31,5851.78,0.0784
P5108,2022-05,95,67.65,6426.51,0.0876
P5110,2022-05,92,70.29,6466.54,0.0901
P5111,2022-05,94,64.02,6017.8,0.0789
P5112,2022-05,95,68.81,6537.37,0.1025
P5114,2022-05,102,71.09,7250.75,0.0929
P5115,2022-05,98,67.3,6595.1,0.0605
P5116,2022-05,90,64.42,5798.09,0.0743
P5117,2022-05,94,71.22,6695.07,0.0951
P5118,2022-05,94,65.16,6124.62,0.0839
P5119,2022-05,101,63.73,6437.11,0.0856
P5120,2022-05,102,66.84,6817.99,0.0715
P5001,2022-06,87,167.09,14536.7,0.1085
P5002,2022-06,85,170.81,14519.12,0.1047
P5005,2022-06,86,168.85,14521.16,0.0833
P5007,2022-06,81,166.87,13516.22,0.0826
P5008,2022-06,87,163.67,14239.47,0.0782
P5009,2022-06,89,163.57,14557.36,0.097
P5010,2022-06,87,167.78,14596.76,0.082
P5011,2022-06,89,165.46,14725.91,0.0918
P5012,2022-06,85,170.0,14449.94,0.0634
P5013,2022-06,83,167.7,13919.35,0.0704
P5014,2022-06,81,167.76,13588.21,0.0903
P5017,2022-06,178,165.5,29458.36,0.0681
P5018,2022-06,79,170.23,13448.28,0.0684
P5019,2022-06,165,164.11,27077.61,0.0608
P5020,2022-06,84,170.56,14326.94,0.0765
P5021,2022-06,86,166.66,14332.76,0.1054
P5024,2022-06,84,169.45,14233.96,0.0668
P5025,2022-06,137,53.29,7300.25,0.1846
P5027,2022-06,152,47.38,7202.12,0.1962
P5028,2022-06,140,54.61,7645.7,0.19
P5029,2022-06,134,49.92,6689.59,0.2078
P5031,2022-06,139,52.96,7360.84,0.2009
P5032,2022-06,133,49.72,6612.67,0.1895
P5033,2022-06,152,51.21,7783.2,0.2047
P5035,2022-06,136,48.18,6552.33,0.2058
P5036,2022-06,135,50.11,6765.49,0.1797
P5038,2022-06,242,49.47,11971.53,0.1603
P5039,2022-06,144,46.32,6670.07,0.1866
P5040,2022-06,138,50.78,7007.4,0.1699
P5041,2022-06,140,54.28,7599.52,0.1612
P5044,2022-06,139,47.42,6591.65,0.1635
P5045,2022-06,144,51.33,7390.96,0.1706
P5046,2022-06,143,48.5,6935.26,0.1955
P5047,2022-06,140,48.73,6822.36,0.2064
P5049,2022-06,106,70.4,7462.24,0.0879
P5050,2022-06,116,71.87,8336.47,0.0619
P5051,2022-06,118,65.18,7691.71,0.0708
P5052,2022-06,116,62.51,7251.2,0.1047
P5054,2022-06,113,66.31,7492.74,0.0951
P5055,2022-06,106,68.8,7292.58,0.0924
P5056,2022-06,109,70.47,7681.05,0.0901
P5059,2022-06,106,67.24,7127.31,0.0932
P5060,2022-06,113,64.47,7285.61,0.0642
P5061,2022-06,110,71.29,7842.11,0.0615
P5064,2022-06,104,72.11,7498.95,0.082
P5065,2022-06,116,66.75,7743.55,0.0632
P5066,2022-06,103,66.76,6876.11,0.0709
P5067,2022-06,111,64.59,7169.39,0.1053
P5068,2022-06,113,72.04,8140.21,0.0957
P5070,2022-06,108,71.81,7755.39,0.1001
P5072,2022-06,107,68.17,7294.32,0.0919
P5073,2022-06,111,70.44,7819.11,0.1056
P5074,2022-06,116,63.83,7404.12,0.107
P5075,2022-06,109,69.69,7596.38,0.0916
P5076,2022-06,107,63.33,6776.59,0.0978
P5077,2022-06,107,64.04,6852.67,0.0902
P5080,2022-06,108,68.94,7445.57,0.0765
P5081,2022-06,115,67.81,7798.35,0.0757
P5082,2022-06,105,63.92,6711.79,0.0886
P5083,2022-06,113,66.51,7515.7,0.0806
P5085,2022-06,103,71.99,7415.47,0.0644
P5087,2022-06,117,64.87,7589.7,0.0879
P5088,2022-06,111,66.58,7390.16,0.0942
P5089,2022-06,110,67.12,7382.83,0.0852
P5090,2022-06,204,69.66,14210.54,0.0939
P5091,2022-06,112,68.5,7671.89,0.0841
P5092,2022-06,118,66.0,7787.87,0.084
P5093,2022-06,113,70.32,7946.38,0.0651
P5095,2022-06,103,62.6,6448.03,0.0771
P5096,2022-06,104,69.2,7196.31,0.0928
P5098,2022-06,117,63.48,7426.63,0.0919
P5099,2022-06,110,70.16,7717.71,0.0721
P5100,2022-06,113,69.05,7802.69,0.0857
P5101,2022-06,115,69.99,8048.64,0.0721
P5102,2022-06,110,70.82,7789.8,0.0965
P5103,2022-06,115,67.89,7807.52,0.0608
P5105,2022-06,117,67.7,7920.89,0.0642
P5106,2022-06,111,66.9,7426.27,0.0911
P5108,2022-06,104,62.42,6492.09,0.0912
P5110,2022-06,110,64.06,7046.62,0.0739
P5111,2022-06,113,65.21,7368.97,0.0871
P5112,2022-06,103,68.89,7095.42,0.1011
P5114,2022-06,105,66.64,6997.58,0.0901
P5115,2022-06,112,66.53,7451.42,0.0728
P5116,2022-06,118,64.72,7636.5,0.0654
P5117,2022-06,105,62.56,6569.12,0.0727
P5118,2022-06,112,63.68,7132.37,0.0647
P5119,2022-06,107,65.52,7010.41,0.0807
P5120,2022-06,110,63.02,6932.62,0.0716
P5001,2022-07,82,169.06,13862.87,0.0884
P5002,2022-07,87,165.91,14434.42,0.1027
P5005,2022-07,85,166.01,14110.95,0.0762
P5007,2022-07,85,165.41,14059.81,0.0811
P5008,2022-07,89,168.14,14964.3,0.1025
P5009,2022-07,86,169.92,14612.7,0.0906
P5010,2022-07,86,166.62,14328.92,0.0779
P5011,2022-07,85,169.24,14385.56,0.1032
P5012,2022-07,80,170.91,13672.65,0.0975
P5013,2022-07,78,169.29,13204.34,0.091
P5014,2022-07,36,163.41,5882.66,0.0859
P5017,2022-07,41,170.33,6983.54,0.0816
P5018,2022-07,78,164.96,12866.79,0.0939
P5019,2022-07,42,164.67,6916.06,0.107
P5020,2022-07,81,165.49,13404.82,0.0921
P5021,2022-07,87,172.2,14981.73,0.0703
P5022,2022-07,82,165.51,13571.74,0.0689
P5024,2022-07,89,171.51,15264.17,0.0773
P5025,2022-07,137,47.84,6553.78,0.1969
P5027,2022-07,148,49.31,7298.51,0.1876
P5028,2022-07,151,49.93,7539.63,0.1876
P5029,2022-07,141,50.72,7151.02,0.2005
P5031,2022-07,133,54.3,7221.58,0.2061
P5032,2022-07,74,46.57,3446.13,0.2009
P5033,2022-07,134,46.25,6197.12,0.1954
P5035,2022-07,139,49.06,6819.13,0.1952
P5036,2022-07,135,50.06,6758.39,0.1824
P5038,2022-07,132,55.13,7277.2,0.1954
P5039,2022-07,135,45.68,6166.97,0.2064
P5040,2022-07,135,52.45,7080.88,0.1941
P5041,2022-07,140,46.18,6465.04,0.1976
P5044,2022-07,137,54.63,7483.75,0.1987
P5045,2022-07,151,53.24,8038.66,0.1829
P5046,2022-07,138,51.44,7098.07,0.2048
P5047,2022-07,135,46.75,6311.86,0.2029
P5049,2022-07,109,64.97,7082.21,0.0731
P5050,2022-07,103,70.24,7234.59,0.0731
P5051,2022-07,116,70.52,8180.45,0.0681
P5052,2022-07,113,68.65,7757.95,0.0891
P5054,2022-07,250,71.79,17947.52,0.0803
P5055,2022-07,110,67.38,7412.12,0.1007
P5056,2022-07,104,64.12,6668.76,0.1061
P5059,2022-07,112,65.11,7292.71,0.0767
P5060,2022-07,113,65.46,7396.45,0.0862
P5061,2022-07,104,71.42,7427.67,0.0877
P5064,2022-07,113,70.52,7968.41,0.0805
P5065,2022-07,118,62.43,7367.28,0.0718
P5066,2022-07,108,63.06,6810.3,0.1051
P5067,2022-07,103,63.53,6543.87,0.0612
P5068,2022-07,113,66.24,7485.37,0.0939
P5070,2022-07,114,69.6,7934.1,0.0718
P5072,2022-07,106,63.07,6685.48,0.1092
P5073,2022-07,117,68.3,7991.47,0.07
P5074,2022-07,117,64.46,7542.01,0.0817
